"","ECLAC/CELADE Redatam+SP 6/16/2023","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","...64","...65","...66","...67","...68","...69","...70","...71","...72","...73","...74","...75","...76","...77","...78","...79","...80","...81","...82","...83","...84","...85","...86","...87","...88","...89","...90","...91","...92","...93","...94"
"2501",NA,"Yes - a lot of difficulty","1","1","-","-","-","1","3","-","2","1","1","2","-","1","1","-","-","-","-","1","2","1","1","-","1","-","1","-","-","-","1","1","-","3","-","1","-","1","2","1","1","-","1","1","-","-","-","-","1","-","2","2","-","-","-","2","1","-","1","2","2","2","2","1","-","3","1","8","2","-","3","-","2","5","1","2","-","-","2","2","1","-","2","2","-","2","2","-","1","-","4","97"
"2502",NA,"Yes - cannot hear at all","-","-","1","-","1","-","1","-","-","2","3","1","1","-","1","2","2","2","-","3","2","1","1","-","1","-","-","2","1","-","2","2","3","2","-","1","-","-","-","-","-","-","-","-","-","2","1","1","-","1","1","-","1","-","-","3","-","1","-","1","-","1","-","-","2","2","-","-","2","-","-","1","-","1","-","1","1","1","-","-","-","1","1","-","4","-","-","-","-","-","2","70"
"2503",NA,"Total","2483","2611","2617","2755","2949","2733","2808","2920","2784","2851","2998","2923","3174","3537","3392","3152","3189","3366","3863","3546","4224","3359","3475","3545","3206","3440","3125","2884","3143","2853","3603","2675","2889","2721","2418","2864","2329","2151","2581","2253","2535","1783","2395","2124","1760","2328","1771","1600","1842","1547","1829","1278","1483","1454","1340","1431","1249","1029","1051","899","1198","740","831","817","663","894","596","606","462","330","478","315","336","335","272","469","258","180","225","144","197","118","119","98","80","98","70","44","45","18","111","164264"
"2504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2505",NA,"AREA # 120108","Hlinethaya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2507",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2508",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"2509",NA,"No - no difficulty","5382","5292","5535","5582","5937","5374","5637","5562","5252","5210","5399","5178","5774","6262","5969","5684","5879","6554","8408","7543","9206","7429","7654","7779","7295","8041","6834","6715","7303","6411","8133","5665","6432","5971","5053","6325","4677","4367","5211","4164","4996","3119","4552","3870","3176","4186","3100","2863","3262","2431","3183","2206","2648","2597","2300","2556","2172","1672","1790","1415","2180","1203","1256","1228","975","1251","733","845","622","369","669","309","364","380","311","539","296","200","277","123","209","110","118","107","78","92","72","57","36","20","130","321331"
"2510",NA,"Yes - some difficulty","4","5","4","4","6","7","6","8","3","8","9","4","10","9","4","8","4","7","8","7","8","5","6","6","7","13","3","9","11","5","8","9","8","10","6","8","7","13","6","10","14","10","20","6","10","13","8","12","20","11","19","9","14","21","15","26","26","10","24","12","44","26","21","30","28","34","24","25","18","9","34","12","13","16","20","53","21","21","21","6","27","9","19","15","9","15","15","8","12","1","24","1213"
"2511",NA,"Yes - a lot of difficulty","1","-","1","2","2","2","3","-","3","1","3","1","-","2","4","2","6","1","1","1","4","-","2","3","-","4","3","3","-","-","2","1","2","-","1","1","1","2","2","-","1","1","1","3","1","-","1","3","1","4","3","1","3","1","1","1","3","3","4","2","4","1","2","2","1","1","2","1","1","1","3","3","5","4","1","1","-","1","3","1","5","2","2","3","1","7","2","1","1","-","4","171"
"2512",NA,"Yes - cannot hear at all","-","-","1","-","1","-","1","5","2","5","10","3","2","1","7","2","2","1","5","3","3","2","1","1","3","4","2","5","-","-","3","-","-","2","5","3","1","4","1","-","1","1","3","2","-","1","4","3","5","-","1","1","-","2","2","2","1","-","2","-","2","2","-","-","3","-","1","1","1","-","1","2","-","1","-","3","1","-","2","-","-","-","1","-","-","-","1","-","2","-","1","147"
"2513",NA,"Total","5387","5297","5541","5588","5946","5383","5647","5575","5260","5224","5421","5186","5786","6274","5984","5696","5891","6563","8422","7554","9221","7436","7663","7789","7305","8062","6842","6732","7314","6416","8146","5675","6442","5983","5065","6337","4686","4386","5220","4174","5012","3131","4576","3881","3187","4200","3113","2881","3288","2446","3206","2217","2665","2621","2318","2585","2202","1685","1820","1429","2230","1232","1279","1260","1007","1286","760","872","642","379","707","326","382","401","332","596","318","222","303","130","241","121","140","125","88","114","90","66","51","21","159","322862"
"2514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2515",NA,"AREA # 120201","Thingangyun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2517",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2518",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"2519",NA,"No - no difficulty","1151","1237","1258","1197","1330","1201","1294","1360","1451","1349","1502","1584","1755","1944","1997","2030","1919","2218","2247","2138","2375","2182","2002","2054","1991","1911","1767","1770","1849","1650","2106","1527","1641","1543","1443","1559","1345","1327","1526","1311","1639","1143","1427","1388","1214","1469","1252","1241","1317","1072","1227","901","1057","1069","938","873","831","772","770","648","841","519","660","594","523","593","448","486","375","281","362","244","275","260","273","333","258","167","182","147","167","104","107","108","86","92","68","46","40","28","101","98057"
"2520",NA,"Yes - some difficulty","-","-","-","1","1","1","2","-","-","4","2","-","2","2","2","1","1","-","2","2","1","-","-","1","-","1","-","-","-","1","2","-","1","1","-","2","3","3","5","1","2","2","4","1","6","5","7","2","6","1","6","5","8","10","6","4","8","14","8","11","14","6","4","7","10","6","10","12","11","7","15","5","10","11","11","21","12","11","19","9","11","19","14","16","11","12","9","8","14","7","28","521"
"2521",NA,"Yes - a lot of difficulty","-","-","-","1","1","-","-","1","1","1","-","-","-","-","-","-","-","-","1","-","-","1","1","-","-","-","1","1","-","2","-","-","-","1","-","-","-","1","1","-","1","-","-","-","-","-","-","-","-","2","-","1","3","1","1","1","-","-","2","1","3","2","2","1","1","2","1","3","1","-","1","1","1","1","-","3","-","1","1","-","3","2","2","-","3","1","1","4","-","1","6","76"
"2522",NA,"Yes - cannot hear at all","-","1","1","-","-","-","-","-","-","-","1","-","-","-","-","1","-","1","-","-","1","1","-","-","-","1","-","-","-","-","1","-","-","-","1","-","1","1","-","-","1","4","1","-","1","1","1","1","-","-","-","1","1","-","1","-","2","-","1","-","-","-","-","-","-","-","1","-","2","-","2","-","-","-","-","1","1","-","2","1","2","2","-","-","-","-","1","-","-","1","-","44"
"2523",NA,"Total","1151","1238","1259","1199","1332","1202","1296","1361","1452","1354","1505","1584","1757","1946","1999","2032","1920","2219","2250","2140","2377","2184","2003","2055","1991","1913","1768","1771","1849","1653","2109","1527","1642","1545","1444","1561","1349","1332","1532","1312","1643","1149","1432","1389","1221","1475","1260","1244","1323","1075","1233","908","1069","1080","946","878","841","786","781","660","858","527","666","602","534","601","460","501","389","288","380","250","286","272","284","358","271","179","204","157","183","127","123","124","100","105","79","58","54","37","135","98698"
"2524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2525",NA,"AREA # 120202","Yankin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2527",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2528",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"2529",NA,"No - no difficulty","374","380","344","325","387","342","387","421","407","399","472","422","472","595","616","611","624","681","828","699","767","685","699","725","660","689","562","554","573","578","656","493","566","492","416","471","426","438","482","452","527","403","498","489","448","482","460","451","443","384","425","341","408","394","338","366","335","338","289","315","289","215","221","228","174","207","155","175","130","103","119","97","103","110","101","111","72","80","72","57","64","63","49","40","39","34","33","20","11","17","33","32526"
"2530",NA,"Yes - some difficulty","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2","-","-","-","-","1","1","1","-","1","-","-","1","-","-","-","1","-","-","1","-","-","-","-","-","3","1","-","-","-","1","-","3","-","1","2","-","4","2","4","3","2","2","4","3","4","2","4","3","2","1","4","2","3","2","2","2","-","3","1","6","3","1","3","4","7","4","5","3","3","6","5","3","3","-","15","150"
"2531",NA,"Yes - a lot of difficulty","-","-","-","-","-","-","-","-","1","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","1","-","-","-","-","-","-","-","-","-","1","-","-","-","1","-","-","1","-","-","-","-","-","-","-","-","2","-","-","-","-","1","1","-","2","1","2","1","-","-","-","-","1","1","-","1","2","-","2","2","-","-","1","1","1","29"
"2532",NA,"Yes - cannot hear at all","-","-","-","1","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","1","1","-","-","-","1","-","-","1","1","-","-","-","-","-","-","-","-","1","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2","-","-","1","-","-","-","1","1","-","-","-","1","1","-","-","-","1","-","-","-","-","-","1","19"
"2533",NA,"Total","374","380","344","326","387","342","387","421","409","399","472","422","472","595","617","613","624","681","828","700","768","686","700","725","662","690","562","555","573","579","656","494","567","494","417","471","427","438","482","452","530","404","499","489","448","483","461","455","443","385","428","341","412","397","342","369","337","340","293","318","293","217","227","231","176","208","159","180","134","105","124","100","105","114","103","118","75","81","76","63","72","68","56","43","45","42","38","23","15","18","50","32724"
"2534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2535",NA,"AREA # 120203","South Okkalapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2536",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2537",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2538",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"2539",NA,"No - no difficulty","763","757","789","798","920","813","865","929","993","944","1028","1103","1237","1437","1501","1487","1538","1558","1866","1717","1945","1581","1558","1552","1407","1488","1295","1276","1388","1229","1604","1203","1271","1174","1022","1257","1032","955","1134","981","1261","901","1112","1035","974","1166","1044","979","1042","983","1018","840","928","876","817","819","741","673","684","586","722","451","520","463","412","511","368","361","321","232","276","172","198","219","197","231","207","154","159","103","133","115","109","109","71","73","63","50","36","25","89","75024"
"2540",NA,"Yes - some difficulty","-","-","-","-","-","-","1","-","-","1","1","2","-","-","1","1","3","-","2","-","1","2","-","-","-","1","-","3","3","-","1","2","1","-","-","1","5","2","-","1","1","1","3","3","2","1","5","5","3","3","5","5","4","4","3","5","1","11","9","3","8","4","4","7","6","6","5","6","6","5","8","8","7","4","4","16","8","11","18","12","16","13","11","9","17","11","6","10","7","1","29","395"
"2541",NA,"Yes - a lot of difficulty","14","1","-","-","-","-","-","1","1","1","-","-","-","1","2","2","1","-","-","1","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","1","-","-","1","-","-","1","2","-","1","2","3","2","-","2","1","-","2","-","1","-","2","-","1","-","1","1","1","1","1","-","-","-","1","1","5","1","1","1","2","4","4","2","1","3","-","2","2","2","2","-","6","93"
"2542",NA,"Yes - cannot hear at all","-","1","1","-","-","-","-","-","1","-","1","-","-","-","-","1","1","1","-","-","1","-","-","1","-","-","-","1","1","-","-","1","1","1","-","-","1","-","1","-","-","1","-","2","-","2","-","-","-","1","-","-","-","-","1","1","-","1","1","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","1","1","-","-","-","1","-","-","2","-","-","1","-","-","-","2","35"
"2543",NA,"Total","777","759","790","798","920","813","866","930","995","946","1030","1105","1237","1438","1504","1491","1543","1559","1868","1718","1947","1583","1558","1553","1407","1489","1295","1280","1392","1229","1606","1206","1273","1175","1022","1258","1038","957","1135","983","1262","903","1116","1040","976","1170","1051","984","1046","989","1026","847","932","882","822","825","744","685","695","589","732","455","525","470","419","518","375","368","328","237","284","180","206","224","206","249","217","166","179","119","154","130","121","123","88","86","72","62","45","26","126","75547"
"2544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2545",NA,"AREA # 120204","North Okkalapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2547",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2548",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"2549",NA,"No - no difficulty","2100","1935","1992","2028","2269","2075","2130","2306","2295","2337","2497","2597","2834","3225","3309","3051","2942","3349","3676","3463","3859","3219","3306","3085","2975","3047","2736","2752","2919","2693","3186","2509","2740","2582","2306","2624","2155","2142","2538","2174","2447","1855","2319","2306","2020","2294","1881","1878","2049","1695","1901","1494","1622","1648","1429","1450","1314","1134","1234","1011","1228","800","880","838","671","860","603","653","538","367","522","328","364","399","365","518","358","274","317","178","233","158","152","151","124","98","81","59","39","40","121","155255"
"2550",NA,"Yes - some difficulty","2","3","3","1","1","2","1","1","4","5","3","1","5","4","4","6","2","2","2","1","2","4","2","2","2","1","2","-","3","2","1","2","3","2","2","6","-","5","1","2","3","4","4","6","10","5","5","10","9","8","10","6","10","12","14","13","8","16","12","13","17","10","10","16","20","14","25","17","11","17","20","15","20","21","26","42","25","28","28","24","26","19","22","24","16","18","9","8","12","6","29","870"
"2551",NA,"Yes - a lot of difficulty","-","-","-","-","-","-","1","1","-","-","-","-","-","1","2","-","1","1","-","-","1","-","-","-","1","-","1","-","1","-","1","-","1","-","-","-","-","-","-","1","-","-","2","2","1","1","2","-","-","-","1","-","2","-","2","3","3","1","1","1","-","3","2","3","2","1","3","1","-","2","2","2","1","1","3","6","4","5","1","1","5","3","8","5","1","2","5","1","2","5","6","122"
"2552",NA,"Yes - cannot hear at all","1","-","-","-","1","-","1","1","-","4","1","1","-","2","1","-","1","-","1","1","3","-","-","1","1","1","2","2","-","-","1","-","-","1","2","2","-","1","-","2","2","2","1","1","-","1","2","2","2","-","1","2","-","2","-","1","1","1","2","2","2","1","1","-","-","-","3","1","1","-","1","1","2","-","2","1","-","1","-","2","4","-","-","1","-","-","2","1","2","1","3","93"
"2553",NA,"Total","2103","1938","1995","2029","2271","2077","2133","2309","2299","2346","2501","2599","2839","3232","3316","3057","2946","3352","3679","3465","3865","3223","3308","3088","2979","3049","2741","2754","2923","2695","3189","2511","2744","2585","2310","2632","2155","2148","2539","2179","2452","1861","2326","2315","2031","2301","1890","1890","2060","1703","1913","1502","1634","1662","1445","1467","1326","1152","1249","1027","1247","814","893","857","693","875","634","672","550","386","545","346","387","421","396","567","387","308","346","205","268","180","182","181","141","118","97","69","55","52","159","156340"
"2554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2555",NA,"AREA # 120205","Thakayta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
