"","ECLAC/CELADE Redatam+SP 6/23/2023","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","...64","...65","...66","...67","...68","...69","...70","...71","...72","...73","...74","...75","...76","...77","...78","...79","...80","...81","...82","...83","...84","...85","...86","...87","...88","...89","...90","...91","...92","...93","...94"
"2375",NA,"AREA # 110404","An",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2377",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2378",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"2379",NA,"No - no difficulty","1140","1115","1200","1285","1436","1388","1374","1372","1421","1321","1463","1114","1357","1313","1120","1129","958","920","1330","964","1492","812","1005","975","783","1388","815","910","1198","739","1372","655","883","806","671","1180","679","810","1018","578","1090","527","870","675","542","1054","522","475","651","425","969","327","510","551","424","769","419","307","390","181","642","150","264","288","224","470","147","209","143","60","323","68","101","104","83","210","66","59","71","24","147","29","53","42","30","56","21","24","21","9","45","59350"
"2380",NA,"Yes - some difficulty","11","4","6","2","2","2","3","2","3","4","3","1","3","3","3","2","3","2","4","1","3","3","-","3","-","2","6","7","8","2","7","4","2","3","4","5","1","3","5","3","16","2","2","6","6","17","12","5","9","8","27","9","9","15","17","36","25","10","30","18","60","17","21","33","26","60","26","23","23","16","95","14","28","31","18","61","25","22","24","14","62","8","13","8","20","28","8","10","5","7","23","1243"
"2381",NA,"Yes - a lot of difficulty","4","2","2","-","-","-","-","-","1","-","1","-","-","-","-","1","-","-","-","-","1","1","-","-","-","1","-","-","-","-","1","1","-","-","-","-","-","2","-","-","1","1","1","-","-","1","-","-","1","2","1","-","2","2","4","3","1","1","1","1","1","2","-","2","3","9","6","1","-","4","12","4","6","5","2","13","2","1","4","6","28","4","5","6","8","11","2","2","6","2","15","213"
"2382",NA,"Yes - cannot hear at all","1","-","-","-","1","1","1","2","1","1","1","-","1","-","2","-","-","-","1","-","-","1","1","-","1","2","2","2","3","-","2","-","2","-","-","-","-","1","-","2","2","-","-","-","1","1","1","-","-","-","-","1","1","-","2","1","-","-","-","-","1","-","-","1","-","3","1","1","1","-","5","1","2","2","-","3","-","1","3","-","4","1","-","-","1","3","1","-","1","-","7","85"
"2383",NA,"Total","1156","1121","1208","1287","1439","1391","1378","1376","1426","1326","1468","1115","1361","1316","1125","1132","961","922","1335","965","1496","817","1006","978","784","1393","823","919","1209","741","1382","660","887","809","675","1185","680","816","1023","583","1109","530","873","681","549","1073","535","480","661","435","997","337","522","568","447","809","445","318","421","200","704","169","285","324","253","542","180","234","167","80","435","87","137","142","103","287","93","83","102","44","241","42","71","56","59","98","32","36","33","18","90","60891"
"2384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2385",NA,"AREA # 110501","Thandwe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2387",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2388",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"2389",NA,"No - no difficulty","826","929","945","1001","1032","957","1001","1066","1075","1008","1014","1000","1135","1247","1176","1037","1059","993","1221","1033","1223","918","1024","1014","1008","1200","988","1015","1086","978","1314","945","1093","1105","949","1241","994","1011","1087","833","1196","766","1176","908","865","1131","844","785","988","681","1145","601","775","737","739","920","721","586","650","433","829","398","476","492","471","785","393","445","358","176","594","191","274","278","215","443","212","124","230","76","322","73","129","132","111","197","88","71","59","38","196","67304"
"2390",NA,"Yes - some difficulty","2","-","-","2","-","1","-","-","2","2","5","2","-","4","1","4","1","2","2","1","-","1","3","-","1","-","1","-","2","2","2","5","5","3","-","4","2","3","-","3","7","2","4","4","1","8","6","6","16","7","5","6","8","9","7","7","13","10","8","7","27","9","11","7","9","28","15","13","17","11","53","15","27","21","25","46","21","10","30","11","51","16","27","24","22","35","16","12","8","4","49","879"
"2391",NA,"Yes - a lot of difficulty","-","-","-","-","-","-","-","1","1","-","-","-","2","1","-","1","-","-","-","-","-","-","-","-","-","3","1","-","-","-","1","1","-","-","-","-","-","-","2","-","1","-","-","1","2","1","-","-","-","-","4","-","-","1","1","2","2","1","-","-","4","1","1","2","3","2","1","-","-","2","7","-","5","3","2","3","3","3","6","-","9","2","2","2","1","3","1","4","-","2","10","114"
"2392",NA,"Yes - cannot hear at all","-","-","-","-","-","-","2","2","2","1","1","-","1","-","-","-","1","-","1","1","1","-","-","1","-","1","-","-","1","1","-","-","-","1","-","-","-","1","-","1","2","-","-","2","-","1","-","1","-","1","4","-","2","1","-","-","1","-","-","-","-","-","1","2","1","1","-","-","1","-","2","-","1","-","1","-","-","1","-","-","3","-","1","-","1","1","2","1","4","-","6","65"
"2393",NA,"Total","828","929","945","1003","1032","958","1003","1069","1080","1011","1020","1002","1138","1252","1177","1042","1061","995","1224","1035","1224","919","1027","1015","1009","1204","990","1015","1089","981","1317","951","1098","1109","949","1245","996","1015","1089","837","1206","768","1180","915","868","1141","850","792","1004","689","1158","607","785","748","747","929","737","597","658","440","860","408","489","503","484","816","409","458","376","189","656","206","307","302","243","492","236","138","266","87","385","91","159","158","135","236","107","88","71","44","261","68362"
"2394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2395",NA,"AREA # 110502","Toungup",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2397",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2398",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"2399",NA,"No - no difficulty","790","890","923","1014","1062","1048","1047","1112","1132","1102","1067","1047","1116","1263","1104","1054","1035","945","1147","830","1077","783","923","910","754","1107","745","839","938","762","1113","698","830","843","723","1094","777","784","941","646","1066","625","912","768","663","976","639","655","772","542","911","524","641","620","540","720","546","478","514","346","677","272","354","328","387","554","255","312","238","164","423","131","197","212","144","291","138","98","149","71","210","84","112","91","66","99","39","37","29","17","103","57755"
"2400",NA,"Yes - some difficulty","4","-","2","-","1","-","1","-","3","2","4","3","4","1","1","2","4","1","1","-","2","1","1","4","3","4","4","1","4","3","4","5","6","-","3","8","5","2","3","3","6","2","5","6","2","3","6","5","5","2","9","5","8","5","2","7","12","10","13","5","31","11","10","11","18","30","12","15","16","13","52","8","25","18","24","39","22","9","27","9","36","13","20","19","14","31","10","9","4","3","25","802"
"2401",NA,"Yes - a lot of difficulty","1","-","-","-","-","-","-","1","1","-","2","1","2","1","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","2","-","-","1","1","-","1","1","-","1","-","1","-","1","-","-","-","2","1","-","2","1","-","2","1","3","-","2","-","1","2","2","1","5","3","1","1","2","5","-","2","7","3","3","1","6","6","-","6","2","6","3","2","5","2","3","4","2","13","132"
"2402",NA,"Yes - cannot hear at all","1","-","1","-","-","1","-","1","-","1","-","-","1","1","2","1","-","3","1","1","1","-","2","-","1","3","-","1","-","-","2","1","-","-","2","1","-","-","1","-","-","1","-","-","-","1","2","1","2","-","2","-","-","-","-","-","1","1","1","1","1","-","-","-","-","1","-","-","-","1","4","-","2","1","-","4","-","-","1","1","-","-","-","-","-","-","2","3","5","1","5","75"
"2403",NA,"Total","796","890","926","1014","1063","1049","1048","1114","1136","1105","1073","1051","1123","1266","1107","1057","1039","949","1149","831","1080","784","926","914","759","1114","749","841","942","765","1119","704","838","843","728","1104","783","786","946","650","1072","629","917","775","665","981","647","661","779","546","923","529","651","626","542","729","560","492","528","354","709","284","366","341","406","590","270","328","255","180","484","139","226","238","171","337","161","113","183","81","252","99","138","113","82","135","53","52","42","23","146","58764"
"2404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2405",NA,"AREA # 110503","Gwa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2407",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2408",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"2409",NA,"No - no difficulty","316","258","305","321","336","314","345","366","356","351","347","366","409","396","404","345","272","307","349","286","404","256","297","334","264","368","285","323","360","293","376","317","292","314","282","370","285","297","323","251","347","262","348","274","266","341","262","255","294","258","308","194","247","262","232","271","237","201","227","157","274","129","164","163","151","215","114","131","98","56","130","58","80","99","83","132","76","43","63","38","91","31","32","50","31","42","24","20","17","7","48","20973"
"2410",NA,"Yes - some difficulty","-","-","-","-","-","-","1","1","2","1","1","3","-","-","-","-","-","-","2","2","1","-","2","1","-","-","1","-","1","1","1","1","-","1","1","1","1","3","3","1","2","-","-","-","-","1","1","-","4","-","3","1","3","2","-","3","1","2","3","5","9","5","1","3","5","1","6","6","5","4","7","2","8","6","10","8","3","6","6","5","10","4","8","9","7","11","4","2","4","4","6","239"
"2411",NA,"Yes - a lot of difficulty","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","1","-","1","-","-","-","-","-","-","-","-","1","-","-","-","1","-","-","-","1","-","-","-","-","-","-","-","2","-","-","-","-","-","-","-","-","1","2","-","-","-","-","1","-","2","-","-","1","-","-","-","-","-","1","-","1","3","3","1","-","2","-","-","-","-","1","3","1","1","1","3","-","3","39"
"2412",NA,"Yes - cannot hear at all","-","-","-","-","-","-","1","2","-","-","2","-","-","-","-","-","-","1","3","-","1","-","-","-","-","-","-","-","1","-","-","-","1","-","-","-","-","-","-","-","-","1","-","-","1","-","-","-","-","-","-","1","-","-","-","1","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","1","-","-","-","-","2","-","-","2","-","-","1","-","-","-","1","25"
"2413",NA,"Total","316","258","305","321","336","314","347","369","358","353","350","369","409","396","404","345","272","308","355","288","407","256","299","335","264","368","286","323","362","295","377","318","293","316","283","371","286","301","326","252","349","263","348","274","267","344","263","255","298","258","311","196","250","264","233","277","238","204","230","162","284","134","167","166","156","217","120","137","103","60","137","61","88","107","96","144","80","49","71","43","103","35","40","62","41","54","30","23","24","11","58","21276"
"2414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2415",NA,"AREA # 110551","Maei(ST)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2417",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2418",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"2419",NA,"No - no difficulty","330","388","417","426","488","480","485","458","502","423","437","419","504","520","420","362","383","343","425","322","433","286","356","351","313","465","306","335","423","300","428","259","358","333","280","437","275","282","326","236","352","218","370","252","228","395","198","204","299","151","323","133","224","192","194","279","181","149","181","93","247","87","103","120","95","205","79","107","78","42","141","25","50","58","42","97","49","28","56","7","75","12","25","16","17","30","16","12","5","10","27","21891"
"2420",NA,"Yes - some difficulty","1","-","-","-","1","1","-","1","-","1","1","-","1","-","-","2","1","1","-","-","1","-","1","-","-","-","-","1","-","-","2","-","-","1","3","-","2","-","2","-","1","1","2","1","-","2","-","-","2","-","5","1","2","2","2","4","6","2","3","4","11","4","8","9","6","11","8","6","13","4","23","6","7","14","7","23","9","7","11","5","25","1","10","5","4","15","3","3","3","-","6","331"
"2421",NA,"Yes - a lot of difficulty","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","1","-","-","-","1","1","-","1","-","-","-","1","-","2","1","-","-","-","2","1","-","1","-","-","-","-","1","-","-","1","-","-","1","-","-","2","1","1","-","2","-","3","-","2","2","1","1","3","-","12","2","3","3","1","6","2","1","-","-","8","73"
"2422",NA,"Yes - cannot hear at all","-","-","-","-","-","1","-","-","-","1","-","1","1","1","-","-","-","-","-","-","-","1","-","1","-","-","1","1","-","-","2","-","-","-","-","-","-","1","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","2","-","-","1","-","-","1","-","2","1","-","-","-","-","-","-","-","-","3","25"
"2423",NA,"Total","331","388","417","426","490","482","485","459","502","425","438","420","506","521","420","364","384","344","425","322","434","287","357","352","313","465","307","337","423","300","433","260","358","334","283","438","278","283","329","236","354","219","373","253","230","398","198","204","301","153","329","134","227","194","196","284","187","152","184","97","259","91","111","130","101","216","89","114","92","46","167","31","62","72","51","123","59","36","71","12","114","16","38","24","22","51","21","16","8","10","44","22320"
"2424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2425",NA,"AREA # 110552","Kyeintali(ST)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2427",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2428",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"2429",NA,"No - no difficulty","146","142","156","144","162","176","186","168","206","178","164","181","188","210","202","202","160","165","190","145","200","144","158","155","152","207","154","198","176","148","234","144","170","185","151","199","157","182","169","141","162","132","192","164","121","194","190","141","166","146","204","113","162","145","137","185","107","120","135","79","173","68","92","115","119","147","85","77","80","46","129","39","46","58","47","81","44","33","34","18","56","14","34","29","23","18","19","11","12","6","19","11662"
"2430",NA,"Yes - some difficulty","1","-","-","-","-","-","-","-","-","-","-","1","3","1","-","1","-","-","-","-","1","-","1","-","-","-","-","-","-","-","-","-","1","-","-","-","-","3","-","-","-","-","1","1","-","3","-","1","2","3","1","2","5","3","2","14","1","7","5","5","8","7","2","5","5","19","9","9","13","10","23","8","10","10","9","19","17","9","18","8","19","15","9","16","5","13","9","5","3","3","18","402"
