"","ECLAC/CELADE Redatam+SP 6/23/2023","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","...64","...65","...66","...67","...68","...69","...70","...71","...72","...73","...74","...75","...76","...77","...78","...79","...80","...81","...82","...83","...84","...85","...86","...87","...88","...89","...90","...91","...92","...93","...94"
"2125",NA,"No - no difficulty","2020","2174","2180","2461","2550","2217","2434","2630","2388","2520","2700","2649","2907","3284","3296","3044","2620","2651","2888","2535","2752","2251","2353","2408","2189","2375","2233","2102","2409","2087","2714","1892","2243","2053","1907","2357","1765","1737","2095","1637","2147","1489","1836","1747","1569","1938","1460","1458","1646","1318","1661","1246","1429","1398","1317","1422","1290","1112","1160","990","1225","733","914","739","690","920","547","626","499","376","504","285","348","331","282","505","301","219","246","152","217","134","142","136","133","107","78","52","37","25","162","137005"
"2126",NA,"Yes - some difficulty","28","7","4","6","-","2","3","6","5","3","2","6","4","8","3","3","7","4","7","3","9","5","6","6","1","3","3","2","6","5","15","3","8","9","8","19","9","18","12","10","17","16","19","8","13","15","17","20","19","13","27","16","21","33","23","27","24","26","27","23","38","25","27","26","21","34","22","37","20","18","27","26","19","25","26","44","16","14","29","13","29","16","18","18","17","20","19","20","8","6","37","1387"
"2127",NA,"Yes - a lot of difficulty","6","2","1","1","1","-","2","1","1","1","1","2","1","4","2","5","-","3","2","1","2","-","2","-","5","2","1","2","4","5","4","3","1","7","1","4","1","3","5","6","3","3","1","8","2","6","1","1","4","3","8","3","9","3","8","7","5","4","7","7","8","2","5","7","7","9","8","6","5","7","5","2","9","6","9","12","11","1","3","4","7","4","6","6","5","5","7","3","4","3","15","379"
"2128",NA,"Yes - cannot walk at all","6","3","-","4","7","-","4","2","-","6","2","2","1","4","3","2","3","3","-","2","2","2","1","1","4","3","1","2","2","3","4","1","3","5","4","1","3","1","2","1","3","-","2","1","1","5","4","-","2","2","3","1","1","7","3","5","6","5","5","1","2","1","6","6","4","2","6","6","3","1","2","2","2","4","2","5","4","3","5","2","2","1","3","3","1","1","3","2","2","1","11","255"
"2129",NA,"Total","2060","2186","2185","2472","2558","2219","2443","2639","2394","2530","2705","2659","2913","3300","3304","3054","2630","2661","2897","2541","2765","2258","2362","2415","2199","2383","2238","2108","2421","2100","2737","1899","2255","2074","1920","2381","1778","1759","2114","1654","2170","1508","1858","1764","1585","1964","1482","1479","1671","1336","1699","1266","1460","1441","1351","1461","1325","1147","1199","1021","1273","761","952","778","722","965","583","675","527","402","538","315","378","366","319","566","332","237","283","171","255","155","169","163","156","133","107","77","51","35","225","139026"
"2130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2131",NA,"AREA # 100102","Kyaikemaraw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2133",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2134",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"2135",NA,"No - no difficulty","1867","1972","2309","2486","2400","2360","2500","2379","2273","2243","2375","2245","2513","2487","2318","2022","1517","1391","1436","1304","1479","1178","1273","1192","1014","1291","1046","1077","1162","944","1385","976","1090","1104","926","1359","990","993","1240","938","1261","827","1134","1061","941","1400","888","912","1016","744","1097","791","888","883","782","1045","784","712","728","500","903","412","529","543","445","628","311","387","315","198","390","169","220","209","178","325","156","117","117","63","151","74","76","63","56","88","39","39","29","15","77","90770"
"2136",NA,"Yes - some difficulty","34","16","13","3","12","8","6","6","4","4","4","4","3","8","7","6","3","3","5","2","9","3","10","4","4","9","10","8","9","2","4","2","9","9","7","11","6","9","11","3","12","8","8","16","17","25","12","16","19","14","22","15","14","17","20","44","33","30","27","17","39","28","29","36","24","40","22","32","19","18","44","13","28","22","26","42","23","20","28","12","44","14","13","15","17","21","12","10","4","3","29","1403"
"2137",NA,"Yes - a lot of difficulty","21","8","3","-","3","2","2","2","3","1","2","2","2","3","4","2","5","1","1","-","2","-","4","-","3","3","2","-","4","1","2","3","1","1","1","5","-","1","2","-","3","2","2","5","-","3","3","4","6","2","7","-","7","2","6","6","6","9","1","5","4","5","7","5","7","7","3","7","4","3","8","2","3","7","3","14","2","4","6","3","14","4","1","6","2","9","3","-","3","6","11","344"
"2138",NA,"Yes - cannot walk at all","15","3","1","4","1","2","1","4","5","1","2","2","3","7","2","2","1","-","2","3","1","-","2","1","1","3","1","1","2","1","3","1","1","-","4","1","2","1","-","-","3","1","-","-","1","5","4","1","1","1","2","-","2","1","3","5","3","5","2","3","4","5","-","3","2","2","2","3","1","3","4","2","4","2","3","10","6","3","6","1","5","-","2","2","3","4","4","4","2","1","6","229"
"2139",NA,"Total","1937","1999","2326","2493","2416","2372","2509","2391","2285","2249","2383","2253","2521","2505","2331","2032","1526","1395","1444","1309","1491","1181","1289","1197","1022","1306","1059","1086","1177","948","1394","982","1101","1114","938","1376","998","1004","1253","941","1279","838","1144","1082","959","1433","907","933","1042","761","1128","806","911","903","811","1100","826","756","758","525","950","450","565","587","478","677","338","429","339","222","446","186","255","240","210","391","187","144","157","79","214","92","92","86","78","122","58","53","38","25","123","92746"
"2140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2141",NA,"AREA # 100103","Chaungzon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2143",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2144",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"2145",NA,"No - no difficulty","889","963","1071","1225","1233","1135","1295","1295","1244","1295","1391","1306","1450","1400","1318","1060","872","807","816","727","894","702","717","657","602","738","576","634","651","570","783","567","641","587","580","820","557","578","711","560","825","512","778","607","553","816","622","578","643","534","742","538","629","633","558","676","582","511","568","404","548","311","424","440","359","442","301","333","230","166","297","125","174","167","144","269","155","128","134","72","96","79","85","79","73","72","58","41","30","22","99","54179"
"2146",NA,"Yes - some difficulty","19","29","19","15","5","1","4","7","9","4","1","1","-","3","2","1","4","1","-","2","3","3","6","1","3","3","2","2","4","3","6","3","4","4","5","3","4","4","4","5","9","2","3","9","2","16","9","14","14","8","17","8","20","12","14","17","26","19","21","15","24","15","19","17","15","18","20","24","20","13","23","16","12","26","19","33","35","15","27","12","23","15","17","18","9","12","10","7","12","6","33","1019"
"2147",NA,"Yes - a lot of difficulty","7","6","-","-","-","1","2","1","2","1","1","2","3","-","-","4","-","-","1","1","1","2","-","2","1","-","1","3","1","3","1","-","-","3","-","-","2","2","2","1","2","-","2","1","-","2","1","2","3","1","4","2","2","5","1","2","5","5","5","3","2","3","5","4","4","6","5","3","1","-","4","-","3","3","5","2","4","2","6","2","3","2","3","11","3","7","7","5","3","-","11","224"
"2148",NA,"Yes - cannot walk at all","-","-","-","1","1","2","1","3","-","1","-","-","-","2","-","2","1","-","-","2","-","1","-","1","1","2","1","1","3","-","1","1","1","1","1","1","1","-","1","1","2","-","1","1","1","4","1","1","1","4","1","-","2","1","3","-","1","1","4","1","3","2","-","1","7","7","3","7","4","2","3","2","1","5","5","2","2","-","3","2","7","1","4","9","4","-","3","3","1","3","13","174"
"2149",NA,"Total","915","998","1090","1241","1239","1139","1302","1306","1255","1301","1393","1309","1453","1405","1320","1067","877","808","817","732","898","708","723","661","607","743","580","640","659","576","791","571","646","595","586","824","564","584","718","567","838","514","784","618","556","838","633","595","661","547","764","548","653","651","576","695","614","536","598","423","577","331","448","462","385","473","329","367","255","181","327","143","190","201","173","306","196","145","170","88","129","97","109","117","89","91","78","56","46","31","156","55596"
"2150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2151",NA,"AREA # 100104","Thanbyuzayat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2153",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2154",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"2155",NA,"No - no difficulty","1200","1376","1462","1771","1796","1656","1838","1954","1855","1748","1879","1775","1898","1950","1847","1662","1353","1379","1557","1215","1546","1207","1272","1282","1067","1350","1083","1075","1218","1040","1426","941","1126","1163","989","1464","1023","919","1170","934","1282","809","1184","1000","788","1237","836","818","933","693","980","571","847","701","659","840","669","627","580","464","758","367","506","457","373","531","298","337","263","132","343","155","208","215","118","310","137","113","158","59","141","94","75","85","65","95","55","36","37","28","101","79634"
"2156",NA,"Yes - some difficulty","11","4","-","2","3","5","9","2","2","1","5","3","1","8","4","5","5","2","3","3","4","5","3","2","2","5","4","6","3","10","10","3","6","5","7","7","9","6","12","8","15","7","10","10","14","17","13","16","21","12","25","13","13","18","25","32","30","21","33","14","35","25","30","27","32","35","21","34","25","11","25","11","24","16","27","47","18","21","21","11","29","15","23","20","12","22","16","15","12","6","27","1247"
"2157",NA,"Yes - a lot of difficulty","5","3","2","2","1","1","4","-","2","3","2","3","1","3","3","1","3","-","1","1","5","2","2","1","1","4","-","2","1","1","4","2","3","5","5","2","4","3","2","1","5","-","-","4","2","4","5","2","5","6","6","5","2","2","10","9","4","2","5","7","5","3","7","5","7","5","-","8","5","2","6","3","5","7","2","10","5","5","7","3","11","5","4","3","4","7","3","3","1","-","15","332"
"2158",NA,"Yes - cannot walk at all","5","2","2","1","3","2","2","3","1","2","2","2","1","3","3","5","3","1","3","1","4","1","2","2","1","-","-","1","3","3","-","-","1","3","1","1","2","2","3","1","1","1","1","3","2","1","-","2","5","1","2","2","5","2","1","2","8","2","3","4","3","1","4","4","3","4","4","4","5","1","3","2","3","4","4","4","5","3","4","2","5","1","2","1","3","6","4","3","1","2","15","236"
"2159",NA,"Total","1221","1385","1466","1776","1803","1664","1853","1959","1860","1754","1888","1783","1901","1964","1857","1673","1364","1382","1564","1220","1559","1215","1279","1287","1071","1359","1087","1084","1225","1054","1440","946","1136","1176","1002","1474","1038","930","1187","944","1303","817","1195","1017","806","1259","854","838","964","712","1013","591","867","723","695","883","711","652","621","489","801","396","547","493","415","575","323","383","298","146","377","171","240","242","151","371","165","142","190","75","186","115","104","109","84","130","78","57","51","36","158","81449"
"2160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2161",NA,"AREA # 100105","Mudon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2163",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2164",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"2165",NA,"No - no difficulty","1321","1604","1588","1746","1990","1692","1962","1975","1743","1794","1832","1796","1947","2022","1953","1787","1462","1614","1593","1441","1678","1422","1440","1334","1188","1445","1147","1253","1349","1063","1455","1100","1283","1194","1017","1446","1114","1104","1255","1012","1414","872","1201","1135","888","1352","1021","927","1055","851","1149","792","982","890","834","1021","837","769","760","543","877","496","591","614","484","725","388","444","399","270","469","244","316","320","235","450","228","182","229","109","185","118","132","119","105","123","83","69","48","34","133","88673"
"2166",NA,"Yes - some difficulty","16","9","18","8","10","3","3","3","2","5","3","3","2","3","4","-","4","5","1","2","6","3","3","3","3","3","2","1","3","3","6","3","12","6","5","5","5","1","6","2","12","6","4","8","4","16","9","8","10","5","18","10","8","11","12","16","14","10","11","8","25","14","14","18","16","16","12","18","13","12","18","12","22","15","14","25","25","8","24","10","18","7","17","8","9","13","13","13","7","8","26","855"
"2167",NA,"Yes - a lot of difficulty","12","5","2","1","1","1","2","1","2","1","1","1","1","2","2","3","-","2","-","3","2","2","-","1","1","4","1","-","5","1","2","1","1","4","2","-","1","3","4","1","4","-","3","1","2","3","2","3","2","3","4","3","4","6","4","7","8","7","1","2","4","5","7","3","1","5","5","2","2","4","7","5","1","1","5","5","5","3","6","2","1","1","3","5","5","3","5","4","2","-","9","264"
"2168",NA,"Yes - cannot walk at all","1","2","4","1","1","3","2","3","1","2","3","5","2","3","3","3","-","1","2","1","-","5","-","-","2","2","1","2","-","-","1","-","1","1","1","2","2","3","-","2","1","-","2","1","1","1","4","1","4","-","3","1","2","3","1","3","1","3","3","-","2","2","2","5","-","2","1","1","1","2","1","2","2","7","2","6","2","2","3","3","3","3","2","2","2","3","2","2","1","-","13","184"
"2169",NA,"Total","1350","1620","1612","1756","2002","1699","1969","1982","1748","1802","1839","1805","1952","2030","1962","1793","1466","1622","1596","1447","1686","1432","1443","1338","1194","1454","1151","1256","1357","1067","1464","1104","1297","1205","1025","1453","1122","1111","1265","1017","1431","878","1210","1145","895","1372","1036","939","1071","859","1174","806","996","910","851","1047","860","789","775","553","908","517","614","640","501","748","406","465","415","288","495","263","341","343","256","486","260","195","262","124","207","129","154","134","121","142","103","88","58","42","181","89976"
"2170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2171",NA,"AREA # 100106","Ye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2173",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2174",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"2175",NA,"No - no difficulty","1204","1339","1436","1542","1586","1453","1683","1610","1596","1635","1763","1602","1889","1932","1693","1531","1313","1278","1442","1262","1454","1291","1346","1269","1138","1380","1115","1174","1275","1031","1457","981","1157","1141","897","1343","948","998","1096","836","1226","736","1155","926","780","1237","752","683","836","600","929","515","762","676","558","699","584","489","499","330","670","312","348","339","254","394","227","255","158","128","287","128","172","162","131","214","108","80","124","53","97","54","68","49","54","51","40","18","21","18","63","74165"
"2176",NA,"Yes - some difficulty","9","10","6","5","2","2","5","5","6","4","3","6","4","3","5","5","3","2","8","2","9","6","9","6","5","6","4","7","11","7","12","7","7","3","7","10","13","13","17","14","24","9","16","18","12","23","15","14","20","24","41","26","33","23","35","27","34","32","27","26","48","19","24","34","17","38","21","28","18","11","40","21","17","27","22","47","19","15","24","9","24","9","16","22","17","13","14","10","8","5","20","1404"
"2177",NA,"Yes - a lot of difficulty","13","4","1","1","2","1","2","1","2","3","2","1","3","2","2","3","2","1","1","-","5","-","2","3","3","2","3","1","2","2","2","3","-","1","-","5","3","-","2","4","2","2","4","1","1","7","1","3","5","3","4","2","10","7","7","9","5","5","10","5","7","3","9","3","1","8","4","7","5","2","14","1","6","7","8","8","2","7","7","1","3","3","3","7","4","9","7","2","3","2","11","347"
"2178",NA,"Yes - cannot walk at all","3","1","4","3","-","-","3","1","-","-","1","1","2","3","1","-","1","1","2","2","-","2","1","1","2","-","1","1","1","2","-","2","1","-","2","1","1","1","-","1","2","-","2","1","1","1","1","2","1","1","-","2","2","2","1","3","3","2","6","1","3","2","4","4","2","2","1","4","3","2","3","2","2","7","1","3","4","1","4","2","2","4","1","6","4","2","3","6","3","-","3","173"
"2179",NA,"Total","1229","1354","1447","1551","1590","1456","1693","1617","1604","1642","1769","1610","1898","1940","1701","1539","1319","1282","1453","1266","1468","1299","1358","1279","1148","1388","1123","1183","1289","1042","1471","993","1165","1145","906","1359","965","1012","1115","855","1254","747","1177","946","794","1268","769","702","862","628","974","545","807","708","601","738","626","528","542","362","728","336","385","380","274","442","253","294","184","143","344","152","197","203","162","272","133","103","159","65","126","70","88","84","79","75","64","36","35","25","97","76089"
"2180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
