"","ECLAC/CELADE Redatam+SP 6/23/2023","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","...64","...65","...66","...67","...68","...69","...70","...71","...72","...73","...74","...75","...76","...77","...78","...79","...80","...81","...82","...83","...84","...85","...86","...87","...88","...89","...90","...91","...92","...93","...94"
"2522",NA,"No - no difficulty","1119","1180","1151","1189","1272","1158","1224","1279","1301","1378","1385","1439","1594","1806","1812","1814","1905","2029","2376","2193","2425","2108","2157","2171","2111","2131","1945","1923","2071","1869","2222","1701","1827","1734","1663","1760","1604","1603","1752","1519","1894","1358","1770","1699","1589","1852","1608","1562","1719","1410","1688","1157","1327","1327","1283","1224","1178","1009","1035","890","1069","697","822","803","667","815","571","730","516","406","481","296","363","358","314","471","331","236","288","163","236","131","153","161","135","137","104","69","57","54","169","109282"
"2523",NA,"Yes - some difficulty","10","1","2","2","-","-","2","-","1","1","2","2","-","2","4","4","4","4","2","1","2","1","2","1","2","-","1","3","5","2","6","1","1","5","4","3","3","3","5","2","3","1","6","6","6","5","7","8","11","6","14","14","12","18","12","21","20","19","16","19","11","11","22","20","25","26","12","36","26","23","28","19","27","31","39","39","36","16","25","16","34","20","26","19","16","30","22","18","11","12","50","1066"
"2524",NA,"Yes - a lot of difficulty","1","-","-","-","-","1","-","-","2","2","-","-","3","2","2","-","2","-","1","-","-","1","-","1","-","2","-","-","2","-","2","1","-","-","1","1","-","-","-","2","1","2","-","2","2","1","-","2","1","1","3","1","2","3","3","3","4","4","5","1","4","5","4","1","5","7","4","6","7","5","6","3","3","4","9","9","6","7","7","6","8","4","8","5","7","7","10","2","6","3","17","255"
"2525",NA,"Yes - cannot walk at all","1","2","1","-","1","-","-","2","1","1","1","3","-","-","1","1","1","1","1","-","-","-","1","1","-","-","2","-","3","1","-","-","2","-","1","-","-","-","-","2","1","-","1","1","-","1","-","-","-","1","-","1","-","2","1","2","3","3","2","4","1","1","-","2","5","4","-","3","7","1","8","2","1","2","3","11","2","3","6","2","7","3","1","6","6","7","4","5","5","4","19","185"
"2526",NA,"Total","1131","1183","1154","1191","1273","1159","1226","1281","1305","1382","1388","1444","1597","1810","1819","1819","1912","2034","2380","2194","2427","2110","2160","2174","2113","2133","1948","1926","2081","1872","2230","1703","1830","1739","1669","1764","1607","1606","1757","1525","1899","1361","1777","1708","1597","1859","1615","1572","1731","1418","1705","1173","1341","1350","1299","1250","1205","1035","1058","914","1085","714","848","826","702","852","587","775","556","435","523","320","394","395","365","530","375","262","326","187","285","158","188","191","164","181","140","94","79","73","255","110788"
"2527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2528",NA,"AREA # 120202","Yankin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2529",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2530",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2531",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"2532",NA,"No - no difficulty","363","348","341","339","354","360","376","394","409","425","405","480","516","569","634","623","642","730","795","727","796","776","723","708","696","818","594","629","662","628","700","544","583","550","504","574","504","509","543","516","638","510","620","582","571","628","567","570","618","546","569","465","523","546","458","478","467","436","388","345","417","259","301","298","253","259","244","226","196","150","207","141","155","133","133","177","132","112","121","86","91","57","65","76","72","56","48","34","37","17","74","37539"
"2533",NA,"Yes - some difficulty","5","4","1","-","-","-","2","-","-","-","-","-","-","-","-","1","1","1","-","-","-","-","2","1","2","2","1","-","-","-","-","-","1","2","-","2","-","-","-","1","4","-","1","1","1","3","1","2","4","5","7","4","5","6","7","14","3","2","7","7","9","3","5","5","7","11","9","8","18","7","16","10","8","11","12","19","19","14","18","9","13","12","15","12","7","11","17","9","9","6","29","471"
"2534",NA,"Yes - a lot of difficulty","2","-","1","1","-","1","-","-","1","-","-","-","-","2","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","1","1","-","1","-","1","-","-","-","-","1","-","-","2","-","2","1","-","1","3","-","1","1","-","2","1","2","-","2","2","1","3","2","1","3","1","3","1","2","1","3","3","-","6","6","1","2","4","2","5","4","3","4","3","1","3","9","112"
"2535",NA,"Yes - cannot walk at all","3","-","1","-","-","-","-","-","-","-","1","1","-","-","1","-","1","-","-","-","-","-","1","-","-","-","-","-","1","-","2","-","-","-","1","-","-","-","-","-","-","-","1","-","-","-","-","3","1","1","1","-","1","-","-","-","-","1","-","-","-","1","1","3","2","4","3","2","1","2","3","2","-","1","3","2","2","2","1","3","4","4","5","5","5","3","2","1","1","-","10","100"
"2536",NA,"Total","373","352","344","340","354","361","378","394","410","425","406","481","516","571","635","624","645","731","795","727","796","776","726","709","698","820","595","629","663","628","702","544","584","553","506","577","504","510","543","518","642","510","622","583","573","631","568","577","623","554","578","469","530","555","465","493","471","439","397","353","428","263","309","308","263","277","258","237","218","160","229","154","165","146","151","201","153","134","146","99","110","77","87","98","88","73","71","47","48","26","122","38222"
"2537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2538",NA,"AREA # 120203","South Okkalapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2540",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2541",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"2542",NA,"No - no difficulty","748","770","769","806","872","713","830","917","928","898","961","1040","1075","1324","1390","1417","1464","1546","1722","1673","1845","1661","1600","1574","1547","1593","1380","1430","1532","1424","1663","1263","1253","1293","1183","1315","1200","1137","1350","1196","1494","1126","1463","1326","1356","1394","1322","1329","1401","1261","1318","1024","1201","1152","1161","1113","966","923","923","786","856","598","646","636","565","610","487","535","419","341","436","277","283","295","294","403","301","226","240","157","241","145","133","165","152","131","91","78","60","46","170","84358"
"2543",NA,"Yes - some difficulty","10","3","-","2","3","-","1","1","3","2","1","-","1","2","-","-","1","2","2","-","2","2","-","1","1","1","-","1","2","1","3","-","1","1","1","1","1","2","1","1","3","2","2","1","3","4","5","4","9","3","6","9","5","6","14","16","11","10","10","11","20","10","21","15","8","21","16","22","17","15","19","6","13","21","15","36","32","27","25","17","38","18","27","19","28","22","14","19","11","17","48","828"
"2544",NA,"Yes - a lot of difficulty","28","6","-","1","-","-","-","1","1","-","-","1","2","1","-","1","-","-","1","1","-","-","2","1","1","-","-","1","-","-","-","-","-","-","-","-","1","1","1","-","-","1","-","-","1","2","-","2","3","2","2","1","2","3","1","4","1","3","2","3","10","2","3","4","6","7","1","2","6","-","1","2","3","6","5","11","7","3","4","3","12","5","5","6","6","7","8","3","5","8","16","252"
"2545",NA,"Yes - cannot walk at all","2","-","-","-","-","-","-","-","-","2","-","2","-","2","1","-","-","2","-","1","-","1","1","-","-","-","-","1","1","-","1","-","-","-","1","-","-","-","-","-","-","1","1","1","1","-","-","1","1","1","-","1","1","2","4","1","1","1","1","1","-","1","-","4","-","3","2","5","3","2","2","-","3","-","2","7","5","1","5","1","7","4","3","6","4","7","3","2","2","5","14","141"
"2546",NA,"Total","788","779","769","809","875","713","831","919","932","902","962","1043","1078","1329","1391","1418","1465","1550","1725","1675","1847","1664","1603","1576","1549","1594","1380","1433","1535","1425","1667","1263","1254","1294","1185","1316","1202","1140","1352","1197","1497","1130","1466","1328","1361","1400","1327","1336","1414","1267","1326","1035","1209","1163","1180","1134","979","937","936","801","886","611","670","659","579","641","506","564","445","358","458","285","302","322","316","457","345","257","274","178","298","172","168","196","190","167","116","102","78","76","248","85579"
"2547",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2548",NA,"AREA # 120204","North Okkalapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2550",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2551",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"2552",NA,"No - no difficulty","1910","1924","2001","2046","2208","1879","2039","2184","2168","2289","2270","2382","2487","2919","3031","2838","3028","3266","4183","3914","4633","3953","3851","3630","3381","3706","3259","3062","3289","2992","3599","2701","2828","2805","2563","2815","2571","2435","2778","2444","2981","2263","2693","2611","2418","2805","2373","2385","2565","2133","2385","1894","2088","2091","1817","1951","1657","1523","1614","1246","1547","1024","1198","1102","919","1141","820","882","733","518","688","439","534","513","494","686","404","324","356","257","335","201","230","202","184","201","127","113","68","50","183","174227"
"2553",NA,"Yes - some difficulty","13","10","3","-","2","2","3","1","4","1","2","4","2","2","6","4","6","4","-","1","3","1","4","3","3","1","3","-","4","9","4","5","7","8","5","8","6","4","7","7","9","11","10","10","15","15","14","12","23","21","23","28","45","28","31","27","29","24","35","31","49","34","36","41","31","48","46","52","44","40","61","34","53","47","54","79","47","49","50","43","61","46","25","41","39","52","31","18","15","15","54","1938"
"2554",NA,"Yes - a lot of difficulty","9","-","1","1","2","2","2","1","1","2","-","1","2","-","-","1","2","1","1","1","3","1","1","1","-","1","1","3","2","1","-","-","2","1","-","3","2","2","1","5","1","1","4","4","1","4","2","1","4","5","10","1","7","6","7","3","7","6","7","10","7","6","7","4","12","18","5","7","4","4","9","4","6","13","13","26","14","7","12","11","21","7","6","13","6","15","12","11","8","8","28","475"
"2555",NA,"Yes - cannot walk at all","4","4","4","1","4","1","2","3","1","-","-","3","2","-","-","4","-","4","-","1","2","2","-","-","-","2","1","1","-","1","-","3","-","2","2","1","1","-","1","-","-","2","-","1","-","-","3","1","-","2","4","1","3","2","2","5","3","2","1","2","3","4","4","3","5","10","5","7","4","2","5","7","4","9","12","5","7","6","5","6","14","4","6","11","7","10","10","5","6","4","32","313"
"2556",NA,"Total","1936","1938","2009","2048","2216","1884","2046","2189","2174","2292","2272","2390","2493","2921","3037","2847","3036","3275","4184","3917","4641","3957","3856","3634","3384","3710","3264","3066","3295","3003","3603","2709","2837","2816","2570","2827","2580","2441","2787","2456","2991","2277","2707","2626","2434","2824","2392","2399","2592","2161","2422","1924","2143","2127","1857","1986","1696","1555","1657","1289","1606","1068","1245","1150","967","1217","876","948","785","564","763","484","597","582","573","796","472","386","423","317","431","258","267","267","236","278","180","147","97","77","297","176953"
"2557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2558",NA,"AREA # 120205","Thakayta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2560",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2561",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"2562",NA,"No - no difficulty","1179","1185","1238","1281","1341","1191","1295","1389","1440","1417","1393","1537","1575","1786","1952","1735","1884","1913","2268","2089","2468","2203","2291","2114","2046","2098","1944","1950","2134","1967","2324","1791","1930","1823","1751","1834","1667","1625","1933","1718","1990","1511","2016","1759","1636","1818","1637","1608","1733","1428","1649","1237","1447","1392","1238","1281","1221","999","1078","830","1046","716","784","772","631","730","573","590","463","326","479","302","364","336","325","452","311","201","271","122","217","136","142","143","133","128","104","66","58","33","127","111288"
"2563",NA,"Yes - some difficulty","14","8","-","1","3","3","1","-","-","1","4","-","3","2","-","1","-","1","-","2","2","1","7","1","2","3","4","4","1","1","6","3","4","2","5","3","5","6","3","7","11","6","7","7","7","14","12","13","18","20","18","16","20","18","27","29","30","14","27","33","30","33","32","30","27","39","23","45","33","13","40","16","18","35","31","46","39","24","29","20","40","27","24","22","23","25","24","10","13","7","49","1328"
"2564",NA,"Yes - a lot of difficulty","8","1","2","1","-","2","1","1","-","1","1","-","-","-","-","-","-","-","1","3","2","2","1","1","-","4","1","3","2","2","4","1","2","1","2","1","1","2","3","5","1","-","2","3","1","2","-","2","2","3","7","3","5","4","2","-","2","6","5","5","9","1","5","9","5","14","7","3","9","9","16","6","6","7","10","10","9","3","7","6","8","8","7","9","6","13","5","5","4","4","26","363"
"2565",NA,"Yes - cannot walk at all","5","-","1","1","2","1","1","1","-","3","1","-","1","1","-","2","3","3","2","-","3","-","1","2","2","2","1","1","1","-","-","-","-","-","3","3","1","2","1","1","-","-","1","3","4","3","2","1","1","1","2","3","5","1","5","3","2","6","2","3","5","2","2","6","6","1","5","3","6","1","6","3","6","8","7","8","10","5","8","8","5","7","4","7","2","10","7","6","9","2","22","287"
"2566",NA,"Total","1206","1194","1241","1284","1346","1197","1298","1391","1440","1422","1399","1537","1579","1789","1952","1738","1887","1917","2271","2094","2475","2206","2300","2118","2050","2107","1950","1958","2138","1970","2334","1795","1936","1826","1761","1841","1674","1635","1940","1731","2002","1517","2026","1772","1648","1837","1651","1624","1754","1452","1676","1259","1477","1415","1272","1313","1255","1025","1112","871","1090","752","823","817","669","784","608","641","511","349","541","327","394","386","373","516","369","233","315","156","270","178","177","181","164","176","140","87","84","46","224","113266"
"2567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2568",NA,"AREA # 120206","Dawbon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2570",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2571",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"2572",NA,"No - no difficulty","504","538","556","528","550","506","547","587","578","587","552","585","617","681","709","641","646","680","702","704","851","772","744","747","745","754","707","688","731","692","786","677","618","662","608","636","589","568","665","529","667","464","591","605","525","555","508","494","518","441","497","377","432","406","391","387","353","295","297","240","344","218","246","209","198","263","137","174","154","84","141","73","83","94","89","124","77","40","57","31","58","37","43","23","33","44","18","23","15","18","53","38011"
"2573",NA,"Yes - some difficulty","6","2","-","1","-","-","1","-","1","-","-","1","1","-","2","3","-","-","1","-","-","-","-","1","1","1","-","1","-","1","1","1","1","1","4","1","2","2","1","3","3","1","6","3","2","3","2","8","3","5","10","4","6","10","3","12","9","7","9","7","14","12","9","13","7","8","9","10","10","9","11","7","6","11","10","12","6","9","12","8","7","5","6","1","2","7","4","3","1","7","14","404"
"2574",NA,"Yes - a lot of difficulty","1","-","-","-","-","-","-","-","-","1","1","-","-","-","-","-","-","-","-","-","-","1","1","-","-","-","-","-","1","-","1","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","2","2","-","-","1","1","1","-","3","1","4","1","5","3","2","1","2","1","3","3","-","3","2","2","5","2","1","2","5","4","2","2","1","-","5","3","4","1","1","2","2","1","3","1","5","103"
"2575",NA,"Yes - cannot walk at all","1","-","-","3","1","-","-","-","-","1","-","-","-","1","1","-","1","-","-","-","1","-","-","-","1","-","-","1","-","-","-","-","1","-","1","-","-","-","-","-","-","-","-","-","1","-","1","-","-","-","1","-","-","-","-","1","2","-","1","-","1","1","1","-","1","2","1","-","1","1","-","2","1","-","2","5","-","-","1","2","3","-","1","1","5","1","1","2","-","1","4","62"
"2576",NA,"Total","512","540","556","532","551","506","548","587","579","589","553","586","618","682","712","644","647","680","703","704","852","773","745","748","747","755","707","690","732","693","788","678","620","663","613","637","591","571","666","532","670","465","597","608","528","558","513","504","521","446","509","382","439","416","397","401","368","303","312","250","361","232","258","223","209","276","147","187","167","96","157","84","91","107","106","145","85","51","71","41","73","45","54","26","41","54","25","29","19","27","76","38580"
"2577",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
